,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,height_m,hp,name,sp_attack,sp_defense,speed,type1,type2,weight_kg,is_legendary
224,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,55,5120,70,330,0.45,45,800000,0.9,45,Delibird,65,45,75,ice,flying,16.0,0
225,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,40,6400,70,485,0.25,70,1250000,2.1,85,Mantine,80,140,70,water,flying,220.0,0
226,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80,6400,70,465,0.25,140,1250000,1.7,65,Skarmory,40,70,70,steel,flying,50.5,0
227,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,60,5120,35,330,1.2,30,1250000,0.6,45,Houndour,80,50,65,dark,fire,10.8,0
228,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,90,5120,35,600,0.45,90,1250000,1.4,75,Houndoom,140,90,115,dark,fire,35.0,0
229,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95,5120,70,540,0.45,95,1000000,1.8,75,Kingdra,95,95,85,water,dragon,152.0,0
230,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,60,5120,70,330,1.2,60,1000000,0.5,90,Phanpy,40,40,40,ground,none,33.5,0
231,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,120,5120,70,500,0.6,120,1000000,1.1,90,Donphan,60,60,50,ground,none,120.0,0
232,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,515,0.45,90,1000000,0.6,85,Porygon2,105,95,60,normal,none,32.5,0
233,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,5120,70,465,0.45,62,1250000,1.4,73,Stantler,85,65,85,normal,none,71.2,0
234,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,5120,70,250,0.45,35,800000,1.2,55,Smeargle,20,45,75,normal,none,58.0,0
235,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,35,6400,70,210,0.75,35,1000000,0.7,35,Tyrogue,35,35,35,fighting,none,21.0,0
236,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,95,6400,70,455,0.45,95,1000000,1.4,50,Hitmontop,35,110,70,fighting,none,48.0,0
237,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,30,6400,70,305,0.45,15,1000000,0.4,45,Smoochum,85,65,65,ice,psychic,6.0,0
238,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,63,6400,70,360,0.45,37,1000000,0.6,45,Elekid,65,55,95,electric,none,23.5,0
239,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,75,6400,70,365,0.45,37,1000000,0.7,45,Magby,70,55,83,fire,none,21.4,0
240,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,490,0.45,105,1250000,1.2,95,Miltank,40,70,100,normal,none,75.5,0
241,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10240,140,540,0.3,10,800000,1.5,255,Blissey,75,135,55,normal,none,46.8,0
242,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,20480,35,580,0.03,75,1250000,1.9,90,Raikou,115,100,115,electric,none,178.0,1
243,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,115,20480,35,580,0.03,85,1250000,2.1,115,Entei,90,75,100,fire,none,198.0,1
244,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,20480,35,580,0.03,115,1250000,2.0,100,Suicune,90,115,85,water,none,187.0,1
245,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,64,10240,35,300,0.45,50,1250000,0.6,50,Larvitar,45,50,41,rock,ground,72.0,0
246,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,84,10240,35,410,0.45,70,1250000,1.2,70,Pupitar,65,70,51,rock,ground,152.0,0
247,2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164,10240,35,700,0.45,150,1250000,2.0,100,Tyranitar,95,120,71,rock,dark,202.0,0
248,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90,30720,0,680,0.03,130,1250000,5.2,106,Lugia,90,154,110,psychic,flying,216.0,1
249,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130,30720,0,680,0.03,90,1250000,3.8,106,Ho-Oh,110,154,90,fire,flying,199.0,1
250,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100,30720,100,600,0.45,100,1059860,0.6,100,Celebi,100,100,100,psychic,grass,5.0,1
251,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,5120,70,310,0.45,35,1059860,0.5,40,Treecko,65,55,70,grass,none,5.0,0
252,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,5120,70,405,0.45,45,1059860,0.9,50,Grovyle,85,65,95,grass,none,21.6,0
253,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,5120,70,630,0.45,75,1059860,1.7,70,Sceptile,145,85,145,grass,none,52.2,0
254,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,60,5120,70,310,0.45,40,1059860,0.4,45,Torchic,70,50,45,fire,none,2.5,0
255,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,85,5120,70,405,0.45,60,1059860,0.9,60,Combusken,85,60,55,fire,fighting,19.5,0
256,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160,5120,70,630,0.45,80,1059860,1.9,80,Blaziken,130,80,100,fire,fighting,52.0,0
257,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,5120,70,310,0.45,50,1059860,0.4,50,Mudkip,50,50,40,water,none,7.6,0
258,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,5120,70,405,0.45,70,1059860,0.7,70,Marshtomp,60,70,50,water,ground,28.0,0
259,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150,5120,70,635,0.45,110,1059860,1.5,100,Swampert,95,110,70,water,ground,81.9,0
260,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,55,3840,70,220,2.55,35,1000000,0.5,35,Poochyena,30,30,35,dark,none,13.6,0
261,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,3840,70,420,1.27,70,1000000,1.0,70,Mightyena,60,60,70,dark,none,37.0,0
262,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,3840,70,240,2.55,41,1000000,0.4,38,Zigzagoon,30,41,60,normal,none,17.5,0
263,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,3840,70,420,0.9,61,1000000,0.5,78,Linoone,50,61,100,normal,none,32.5,0
264,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,45,3840,70,195,2.55,35,1000000,0.3,45,Wurmple,20,30,20,bug,none,3.6,0
265,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,205,1.2,55,1000000,0.6,50,Silcoon,25,25,15,bug,none,10.0,0
266,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70,3840,70,395,0.45,50,1000000,1.0,60,Beautifly,100,50,65,bug,flying,28.4,0
267,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,205,1.2,55,1000000,0.7,50,Cascoon,25,25,15,bug,none,11.5,0
268,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,3840,70,385,0.45,70,1000000,1.2,60,Dustox,50,90,65,bug,poison,31.6,0
269,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30,3840,70,220,2.55,30,1059860,0.5,40,Lotad,40,50,30,water,grass,2.6,0
270,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50,3840,70,340,1.2,50,1059860,1.2,60,Lombre,60,70,50,water,grass,32.5,0
271,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70,3840,70,480,0.45,70,1059860,1.5,80,Ludicolo,90,100,70,water,grass,55.0,0
272,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,220,2.55,50,1059860,0.5,40,Seedot,30,30,30,grass,none,4.0,0
273,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70,3840,70,340,1.2,40,1059860,1.0,70,Nuzleaf,60,40,60,grass,dark,28.0,0
274,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100,3840,70,480,0.45,60,1059860,1.3,90,Shiftry,90,60,80,grass,dark,59.6,0
275,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,270,2.0,30,1059860,0.3,40,Taillow,30,30,85,normal,flying,2.3,0
276,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,70,455,0.45,60,1059860,0.7,60,Swellow,75,50,125,normal,flying,19.8,0
277,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30,5120,70,270,1.9,30,1000000,0.6,40,Wingull,55,30,85,water,flying,9.5,0
278,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,5120,70,440,0.45,100,1000000,1.2,60,Pelipper,95,70,65,water,flying,28.0,0
279,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,5120,35,198,2.35,25,1250000,0.4,28,Ralts,45,35,40,psychic,fairy,6.6,0
280,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35,5120,35,278,1.2,35,1250000,0.8,38,Kirlia,65,55,50,psychic,fairy,20.2,0
281,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,5120,35,618,0.45,65,1250000,1.6,68,Gardevoir,165,135,100,psychic,fairy,48.4,0
282,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30,3840,70,269,2.0,32,1000000,0.5,40,Surskit,50,52,65,bug,water,1.7,0
283,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60,3840,70,454,0.75,62,1000000,0.8,70,Masquerain,100,82,80,bug,flying,3.6,0
284,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,295,2.55,60,1640000,0.4,60,Shroomish,40,60,35,grass,none,4.5,0
285,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130,3840,70,460,0.9,80,1640000,1.2,60,Breloom,60,60,70,grass,fighting,39.2,0
286,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,280,2.55,60,1250000,0.8,60,Slakoth,35,35,30,normal,none,24.0,0
287,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,440,1.2,80,1250000,1.4,80,Vigoroth,55,55,90,normal,none,46.5,0
288,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,3840,70,670,0.45,100,1250000,2.0,150,Slaking,95,65,100,normal,none,130.5,0
289,1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45,3840,70,266,2.55,90,600000,0.5,31,Nincada,30,30,40,bug,ground,5.5,0
290,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,3840,70,456,1.2,45,600000,0.8,61,Ninjask,50,50,160,bug,flying,12.0,0
291,0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90,3840,70,236,0.45,45,600000,0.8,1,Shedinja,30,30,40,bug,ghost,1.2,0
292,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51,5120,70,240,1.9,23,1059860,0.6,64,Whismur,51,23,28,normal,none,16.3,0
293,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,5120,70,360,1.2,43,1059860,1.0,84,Loudred,71,43,48,normal,none,40.5,0
294,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,5120,70,490,0.45,63,1059860,1.5,104,Exploud,91,73,68,normal,none,84.0,0
295,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60,5120,70,237,1.8,30,1640000,1.0,72,Makuhita,20,30,25,fighting,none,86.4,0
296,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,5120,70,474,2.0,60,1640000,2.3,144,Hariyama,40,60,50,fighting,none,253.8,0
297,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,70,190,1.5,40,800000,0.2,50,Azurill,20,40,20,normal,fairy,2.0,0
298,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45,5120,70,375,2.55,135,1000000,1.0,30,Nosepass,45,90,30,rock,none,97.0,0
299,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,3840,70,260,2.55,45,800000,0.6,50,Skitty,35,35,50,normal,none,11.0,0
300,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,3840,70,400,0.6,65,800000,1.1,70,Delcatty,55,55,90,normal,none,32.6,0
301,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,6400,35,480,0.45,125,1059860,0.5,50,Sableye,85,115,20,dark,ghost,11.0,0
302,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105,5120,70,480,0.45,125,800000,0.6,50,Mawile,55,95,50,steel,fairy,11.5,0
303,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,8960,35,330,1.8,100,1250000,0.4,50,Aron,40,40,30,steel,rock,60.0,0
304,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,8960,35,430,0.9,140,1250000,0.9,60,Lairon,50,50,40,steel,rock,120.0,0
305,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,8960,35,630,0.45,230,1250000,2.1,70,Aggron,60,80,50,steel,rock,360.0,0
306,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40,5120,70,280,1.8,55,1000000,0.6,30,Meditite,40,55,60,fighting,psychic,11.2,0
307,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100,5120,70,510,0.9,85,1000000,1.3,60,Medicham,80,85,100,fighting,psychic,31.5,0
308,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120,70,295,1.2,40,1250000,0.6,40,Electrike,65,40,65,electric,none,15.2,0
309,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120,70,575,0.45,80,1250000,1.5,70,Manectric,135,80,135,electric,none,40.2,0
310,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,405,2.0,40,1000000,0.4,60,Plusle,85,75,95,electric,none,4.2,0
311,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,405,2.0,50,1000000,0.4,60,Minun,75,85,95,electric,none,4.2,0
312,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73,3840,70,430,1.5,75,600000,0.7,65,Volbeat,47,85,85,bug,none,17.7,0
313,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47,3840,70,430,1.5,75,1640000,0.6,65,Illumise,73,85,85,bug,none,17.7,0
314,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,5120,70,400,1.5,45,1059860,0.3,50,Roselia,100,80,65,grass,poison,2.0,0
315,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43,5120,70,302,2.25,53,1640000,0.4,70,Gulpin,43,53,40,poison,none,10.3,0
316,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73,5120,70,467,0.75,83,1640000,1.7,100,Swalot,73,83,55,poison,none,80.0,0
317,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90,5120,35,305,2.25,20,1250000,0.8,45,Carvanha,65,20,65,water,dark,20.8,0
318,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,5120,35,560,0.6,70,1250000,1.8,70,Sharpedo,110,65,105,water,dark,88.8,0
319,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,10240,70,400,1.25,35,1640000,2.0,130,Wailmer,70,35,60,water,none,130.0,0
320,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90,10240,70,500,0.6,45,1640000,14.5,170,Wailord,90,45,60,water,none,398.0,0
321,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60,5120,70,305,2.55,40,1000000,0.7,60,Numel,65,45,35,fire,ground,24.0,0
322,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120,5120,70,560,1.5,100,1000000,1.9,70,Camerupt,145,105,20,fire,ground,220.0,0
323,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,5120,70,470,0.9,140,1000000,0.5,70,Torkoal,85,70,20,fire,none,80.4,0
324,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,5120,70,330,2.55,35,800000,0.7,60,Spoink,70,80,60,psychic,none,30.6,0
325,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,5120,70,470,0.6,65,800000,0.9,80,Grumpig,90,110,80,psychic,none,71.5,0
326,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,360,2.55,60,800000,1.1,60,Spinda,60,60,60,normal,none,5.0,0
327,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,5120,70,290,2.55,45,1059860,0.7,45,Trapinch,45,45,10,ground,none,15.0,0
328,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,5120,70,340,1.2,50,1059860,1.1,50,Vibrava,50,50,70,ground,dragon,15.3,0
329,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,5120,70,520,0.45,80,1059860,2.0,80,Flygon,80,80,100,ground,dragon,82.0,0
330,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85,5120,35,335,1.9,40,1059860,0.4,50,Cacnea,85,40,35,grass,none,51.3,0
331,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115,5120,35,475,0.6,60,1059860,1.3,70,Cacturne,115,60,55,grass,dark,77.4,0
332,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40,5120,70,310,2.55,60,600000,0.4,45,Swablu,40,75,50,normal,flying,1.2,0
333,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110,5120,70,590,0.45,110,600000,1.1,75,Altaria,110,105,80,dragon,flying,20.6,0
334,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,5120,70,458,0.9,60,600000,1.3,73,Zangoose,60,60,90,normal,none,40.3,0
335,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100,5120,70,458,0.9,60,1640000,2.7,73,Seviper,100,60,65,poison,none,52.5,0
336,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55,6400,70,460,0.45,65,800000,1.0,90,Lunatone,95,85,70,rock,psychic,168.0,0
