against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_happiness,base_total,defense,height_m,hp,name,sp_attack,sp_defense,speed,type1,type2,weight_kg,is_legendary,capture_rate_bin,experience_growth_bin
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,70,300,35,0.6,35,Remoraid,65,35,65,water,none,12.0,0,1.5-2.0,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,70,480,75,0.9,75,Octillery,105,75,45,water,none,28.5,0,0.5-1,Below 1.1M
0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,55,70,330,45,0.9,45,Delibird,65,45,75,ice,flying,16.0,0,0-0.5,Below 1.1M
0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,40,70,485,70,2.1,85,Mantine,80,140,70,water,flying,220.0,0,0-0.5,Above 1.1M
0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80,70,465,140,1.7,65,Skarmory,40,70,70,steel,flying,50.5,0,0-0.5,Above 1.1M
1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,60,35,330,30,0.6,45,Houndour,80,50,65,dark,fire,10.8,0,1-1.5,Above 1.1M
1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,90,35,600,90,1.4,75,Houndoom,140,90,115,dark,fire,35.0,0,0-0.5,Above 1.1M
1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95,70,540,95,1.8,75,Kingdra,95,95,85,water,dragon,152.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,60,70,330,60,0.5,90,Phanpy,40,40,40,ground,none,33.5,0,1-1.5,Below 1.1M
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,120,70,500,120,1.1,90,Donphan,60,60,50,ground,none,120.0,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,70,515,90,0.6,85,Porygon2,105,95,60,normal,none,32.5,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,70,465,62,1.4,73,Stantler,85,65,85,normal,none,71.2,0,0-0.5,Above 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,70,250,35,1.2,55,Smeargle,20,45,75,normal,none,58.0,0,0-0.5,Below 1.1M
0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,35,70,210,35,0.7,35,Tyrogue,35,35,35,fighting,none,21.0,0,0.5-1,Below 1.1M
0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,95,70,455,95,1.4,50,Hitmontop,35,110,70,fighting,none,48.0,0,0-0.5,Below 1.1M
2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,30,70,305,15,0.4,45,Smoochum,85,65,65,ice,psychic,6.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,63,70,360,37,0.6,45,Elekid,65,55,95,electric,none,23.5,0,0-0.5,Below 1.1M
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,75,70,365,37,0.7,45,Magby,70,55,83,fire,none,21.4,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,70,490,105,1.2,95,Miltank,40,70,100,normal,none,75.5,0,0-0.5,Above 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,140,540,10,1.5,255,Blissey,75,135,55,normal,none,46.8,0,0-0.5,Below 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,35,580,75,1.9,90,Raikou,115,100,115,electric,none,178.0,1,0-0.5,Above 1.1M
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,115,35,580,85,2.1,115,Entei,90,75,100,fire,none,198.0,1,0-0.5,Above 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,35,580,115,2.0,100,Suicune,90,115,85,water,none,187.0,1,0-0.5,Above 1.1M
1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,64,35,300,50,0.6,50,Larvitar,45,50,41,rock,ground,72.0,0,0-0.5,Above 1.1M
1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,84,35,410,70,1.2,70,Pupitar,65,70,51,rock,ground,152.0,0,0-0.5,Above 1.1M
2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164,35,700,150,2.0,100,Tyranitar,95,120,71,rock,dark,202.0,0,0-0.5,Above 1.1M
1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90,0,680,130,5.2,106,Lugia,90,154,110,psychic,flying,216.0,1,0-0.5,Above 1.1M
0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130,0,680,90,3.8,106,Ho-Oh,110,154,90,fire,flying,199.0,1,0-0.5,Above 1.1M
4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100,100,600,100,0.6,100,Celebi,100,100,100,psychic,grass,5.0,1,0-0.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,70,310,35,0.5,40,Treecko,65,55,70,grass,none,5.0,0,0-0.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,70,405,45,0.9,50,Grovyle,85,65,95,grass,none,21.6,0,0-0.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,70,630,75,1.7,70,Sceptile,145,85,145,grass,none,52.2,0,0-0.5,Below 1.1M
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,60,70,310,40,0.4,45,Torchic,70,50,45,fire,none,2.5,0,0-0.5,Below 1.1M
0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,85,70,405,60,0.9,60,Combusken,85,60,55,fire,fighting,19.5,0,0-0.5,Below 1.1M
0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160,70,630,80,1.9,80,Blaziken,130,80,100,fire,fighting,52.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,70,310,50,0.4,50,Mudkip,50,50,40,water,none,7.6,0,0-0.5,Below 1.1M
1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,70,405,70,0.7,70,Marshtomp,60,70,50,water,ground,28.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150,70,635,110,1.5,100,Swampert,95,110,70,water,ground,81.9,0,0-0.5,Below 1.1M
2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,55,70,220,35,0.5,35,Poochyena,30,30,35,dark,none,13.6,0,2.5+,Below 1.1M
2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,70,420,70,1.0,70,Mightyena,60,60,70,dark,none,37.0,0,1-1.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,70,240,41,0.4,38,Zigzagoon,30,41,60,normal,none,17.5,0,2.5+,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,70,420,61,0.5,78,Linoone,50,61,100,normal,none,32.5,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,45,70,195,35,0.3,45,Wurmple,20,30,20,bug,none,3.6,0,2.5+,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,70,205,55,0.6,50,Silcoon,25,25,15,bug,none,10.0,0,1-1.5,Below 1.1M
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70,70,395,50,1.0,60,Beautifly,100,50,65,bug,flying,28.4,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,70,205,55,0.7,50,Cascoon,25,25,15,bug,none,11.5,0,1-1.5,Below 1.1M
0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,70,385,70,1.2,60,Dustox,50,90,65,bug,poison,31.6,0,0-0.5,Below 1.1M
2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30,70,220,30,0.5,40,Lotad,40,50,30,water,grass,2.6,0,2.5+,Below 1.1M
2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50,70,340,50,1.2,60,Lombre,60,70,50,water,grass,32.5,0,1-1.5,Below 1.1M
2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70,70,480,70,1.5,80,Ludicolo,90,100,70,water,grass,55.0,0,0-0.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,70,220,50,0.5,40,Seedot,30,30,30,grass,none,4.0,0,2.5+,Below 1.1M
4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70,70,340,40,1.0,70,Nuzleaf,60,40,60,grass,dark,28.0,0,1-1.5,Below 1.1M
4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100,70,480,60,1.3,90,Shiftry,90,60,80,grass,dark,59.6,0,0-0.5,Below 1.1M
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,70,270,30,0.3,40,Taillow,30,30,85,normal,flying,2.3,0,1.5-2.0,Below 1.1M
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,70,455,60,0.7,60,Swellow,75,50,125,normal,flying,19.8,0,0-0.5,Below 1.1M
0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30,70,270,30,0.6,40,Wingull,55,30,85,water,flying,9.5,0,1.5-2.0,Below 1.1M
0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,70,440,100,1.2,60,Pelipper,95,70,65,water,flying,28.0,0,0-0.5,Below 1.1M
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,35,198,25,0.4,28,Ralts,45,35,40,psychic,fairy,6.6,0,2.0-2.5,Above 1.1M
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35,35,278,35,0.8,38,Kirlia,65,55,50,psychic,fairy,20.2,0,1-1.5,Above 1.1M
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,35,618,65,1.6,68,Gardevoir,165,135,100,psychic,fairy,48.4,0,0-0.5,Above 1.1M
1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30,70,269,32,0.5,40,Surskit,50,52,65,bug,water,1.7,0,1.5-2.0,Below 1.1M
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60,70,454,62,0.8,70,Masquerain,100,82,80,bug,flying,3.6,0,0.5-1,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,70,295,60,0.4,60,Shroomish,40,60,35,grass,none,4.5,0,2.5+,Above 1.1M
1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130,70,460,80,1.2,60,Breloom,60,60,70,grass,fighting,39.2,0,0.5-1,Above 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,70,280,60,0.8,60,Slakoth,35,35,30,normal,none,24.0,0,2.5+,Above 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,70,440,80,1.4,80,Vigoroth,55,55,90,normal,none,46.5,0,1-1.5,Above 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,70,670,100,2.0,150,Slaking,95,65,100,normal,none,130.5,0,0-0.5,Above 1.1M
1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45,70,266,90,0.5,31,Nincada,30,30,40,bug,ground,5.5,0,2.5+,Below 1.1M
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,70,456,45,0.8,61,Ninjask,50,50,160,bug,flying,12.0,0,1-1.5,Below 1.1M
0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90,70,236,45,0.8,1,Shedinja,30,30,40,bug,ghost,1.2,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51,70,240,23,0.6,64,Whismur,51,23,28,normal,none,16.3,0,1.5-2.0,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,70,360,43,1.0,84,Loudred,71,43,48,normal,none,40.5,0,1-1.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,70,490,63,1.5,104,Exploud,91,73,68,normal,none,84.0,0,0-0.5,Below 1.1M
0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60,70,237,30,1.0,72,Makuhita,20,30,25,fighting,none,86.4,0,1.5-2.0,Above 1.1M
0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,70,474,60,2.3,144,Hariyama,40,60,50,fighting,none,253.8,0,1.5-2.0,Above 1.1M
0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,70,190,40,0.2,50,Azurill,20,40,20,normal,fairy,2.0,0,1-1.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45,70,375,135,1.0,30,Nosepass,45,90,30,rock,none,97.0,0,2.5+,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,70,260,45,0.6,50,Skitty,35,35,50,normal,none,11.0,0,2.5+,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,70,400,65,1.1,70,Delcatty,55,55,90,normal,none,32.6,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,35,480,125,0.5,50,Sableye,85,115,20,dark,ghost,11.0,0,0-0.5,Below 1.1M
0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105,70,480,125,0.6,50,Mawile,55,95,50,steel,fairy,11.5,0,0-0.5,Below 1.1M
0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,35,330,100,0.4,50,Aron,40,40,30,steel,rock,60.0,0,1.5-2.0,Above 1.1M
0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,35,430,140,0.9,60,Lairon,50,50,40,steel,rock,120.0,0,0.5-1,Above 1.1M
0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,35,630,230,2.1,70,Aggron,60,80,50,steel,rock,360.0,0,0-0.5,Above 1.1M
1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40,70,280,55,0.6,30,Meditite,40,55,60,fighting,psychic,11.2,0,1.5-2.0,Below 1.1M
1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100,70,510,85,1.3,60,Medicham,80,85,100,fighting,psychic,31.5,0,0.5-1,Below 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,70,295,40,0.6,40,Electrike,65,40,65,electric,none,15.2,0,1-1.5,Above 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,70,575,80,1.5,70,Manectric,135,80,135,electric,none,40.2,0,0-0.5,Above 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,70,405,40,0.4,60,Plusle,85,75,95,electric,none,4.2,0,1.5-2.0,Below 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,70,405,50,0.4,60,Minun,75,85,95,electric,none,4.2,0,1.5-2.0,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73,70,430,75,0.7,65,Volbeat,47,85,85,bug,none,17.7,0,1-1.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47,70,430,75,0.6,65,Illumise,73,85,85,bug,none,17.7,0,1-1.5,Above 1.1M
1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,70,400,45,0.3,50,Roselia,100,80,65,grass,poison,2.0,0,1-1.5,Below 1.1M
0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43,70,302,53,0.4,70,Gulpin,43,53,40,poison,none,10.3,0,2.0-2.5,Above 1.1M
0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73,70,467,83,1.7,100,Swalot,73,83,55,poison,none,80.0,0,0.5-1,Above 1.1M
2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90,35,305,20,0.8,45,Carvanha,65,20,65,water,dark,20.8,0,2.0-2.5,Above 1.1M
2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,35,560,70,1.8,70,Sharpedo,110,65,105,water,dark,88.8,0,0.5-1,Above 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,70,400,35,2.0,130,Wailmer,70,35,60,water,none,130.0,0,1-1.5,Above 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90,70,500,45,14.5,170,Wailord,90,45,60,water,none,398.0,0,0.5-1,Above 1.1M
0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60,70,305,40,0.7,60,Numel,65,45,35,fire,ground,24.0,0,2.5+,Below 1.1M
0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120,70,560,100,1.9,70,Camerupt,145,105,20,fire,ground,220.0,0,1-1.5,Below 1.1M
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,70,470,140,0.5,70,Torkoal,85,70,20,fire,none,80.4,0,0.5-1,Below 1.1M
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,70,330,35,0.7,60,Spoink,70,80,60,psychic,none,30.6,0,2.5+,Below 1.1M
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,70,470,65,0.9,80,Grumpig,90,110,80,psychic,none,71.5,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,70,360,60,1.1,60,Spinda,60,60,60,normal,none,5.0,0,2.5+,Below 1.1M
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,70,290,45,0.7,45,Trapinch,45,45,10,ground,none,15.0,0,2.5+,Below 1.1M
1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,70,340,50,1.1,50,Vibrava,50,50,70,ground,dragon,15.3,0,1-1.5,Below 1.1M
1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,70,520,80,2.0,80,Flygon,80,80,100,ground,dragon,82.0,0,0-0.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85,35,335,40,0.4,50,Cacnea,85,40,35,grass,none,51.3,0,1.5-2.0,Below 1.1M
4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115,35,475,60,1.3,70,Cacturne,115,60,55,grass,dark,77.4,0,0.5-1,Below 1.1M
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40,70,310,60,0.4,45,Swablu,40,75,50,normal,flying,1.2,0,2.5+,Below 1.1M
0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110,70,590,110,1.1,75,Altaria,110,105,80,dragon,flying,20.6,0,0-0.5,Below 1.1M
